PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Liberg, O; Suutarinen, J; Akesson, M; Andren, H; Wabakken, P; Wikenros, C; Sand, H				Liberg, Olof; Suutarinen, Johanna; Akesson, Mikael; Andren, Henrik; Wabakken, Petter; Wikenros, Camilla; Sand, Hakan			Poaching-related disappearance rate of wolves in Sweden was positively related to population size and negatively to legal culling	BIOLOGICAL CONSERVATION				Article									[Liberg, Olof; Suutarinen, Johanna; Akesson, Mikael; Andren, Henrik; Wikenros, Camilla; Sand, Hakan] Swedish Univ Agr Sci, Dept Ecol, Grimso Wildlife Res Stn, SE-73091 Riddarhyttan, Sweden; [Wabakken, Petter] Inland Norway Univ Appl Sci, Fac Appl Ecol & Agr Sci, Koppang, Norway		Liberg, O (corresponding author), Swedish Univ Agr Sci, Dept Ecol, Grimso Wildlife Res Stn, SE-73091 Riddarhyttan, Sweden.	olof.liberg@slu.se								23	23											MAR	2020	243								108456	10.1016/j.biocon.2020.108456	http://dx.doi.org/10.1016/j.biocon.2020.108456												2022-09-28	WOS:000526787100028
J	Gaodirelwe, I; Masunga, GS; Motsholapheko, MR				Gaodirelwe, Ikanyeng; Masunga, Gaseitsiwe S.; Motsholapheko, Moseki R.			Community-based natural resource management: a promising strategy for reducing subsistence poaching around protected areas, northern Botswana	ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY				Article									[Gaodirelwe, Ikanyeng; Masunga, Gaseitsiwe S.; Motsholapheko, Moseki R.] Univ Botswana, Okavango Res Inst, P Bag 285, Maun, Botswana; [Gaodirelwe, Ikanyeng] Dept Wildlife & Natl Pk, Community Support & Outreach Div, POB 4, Tsabong, Botswana		Masunga, GS (corresponding author), Univ Botswana, Okavango Res Inst, P Bag 285, Maun, Botswana.	gsmasunga@ub.ac.bw								7	7											MAR	2020	22	3					2269	2287		10.1007/s10668-018-0288-7	http://dx.doi.org/10.1007/s10668-018-0288-7												2022-09-28	WOS:000515354000028
J	Martin, JL; Chamaille-Jammes, S; Waller, DM				Martin, Jean-Louis; Chamaille-Jammes, Simon; Waller, Donald M.			Deer, wolves, and people: costs, benefits and challenges of living together	BIOLOGICAL REVIEWS				Article									[Martin, Jean-Louis; Chamaille-Jammes, Simon] Univ Montpellier, Ctr Ecol Fonct & Evolut, CNRS, Univ Paul Valeg Montpellier,EPHE PSL,IRD,UMR 5175, F-34293 Montpellier, France; [Waller, Donald M.] Univ Wisconsin, Dept Bot, Madison, WI 53706 USA		Martin, JL (corresponding author), Univ Montpellier, Ctr Ecol Fonct & Evolut, CNRS, Univ Paul Valeg Montpellier,EPHE PSL,IRD,UMR 5175, F-34293 Montpellier, France.	jean-louis.martin@cefe.cnrs.fr								21	21											JUN	2020	95	3					782	801		10.1111/brv.12587	http://dx.doi.org/10.1111/brv.12587		FEB 2020										2022-09-28	WOS:000512447000001
J	Sin, T; Gazzola, A; Chiriac, S; Risnoveanu, G				Sin, Teodora; Gazzola, Andrea; Chiriac, Silviu; Risnoveanu, Geta			Wolf diet and prey selection in the South-Eastern Carpathian Mountains, Romania	PLOS ONE				Article									[Sin, Teodora; Risnoveanu, Geta] Univ Bucharest, Fac Biol, Dept Syst Ecol & Sustainabil, Bucharest, Romania; [Sin, Teodora; Gazzola, Andrea] Assoc Conservat Biol Divers, Focsani, Vrancea County, Romania; [Chiriac, Silviu] Environm Protect Agcy, Focsani, Vrancea County, Romania		Sin, T; Risnoveanu, G (corresponding author), Univ Bucharest, Fac Biol, Dept Syst Ecol & Sustainabil, Bucharest, Romania.; Sin, T (corresponding author), Assoc Conservat Biol Divers, Focsani, Vrancea County, Romania.	teodora.sin@g.unibuc.ro; geta.risnoveanu@g.unibuc.ro								8	9											NOV 21	2019	14	11							e0225424	10.1371/journal.pone.0225424	http://dx.doi.org/10.1371/journal.pone.0225424												2022-09-28	WOS:000533886900060
J	Werhahn, G; Kusi, N; Sillero-Zubiri, C; Macdonald, DW				Werhahn, Geraldine; Kusi, Naresh; Sillero-Zubiri, Claudio; Macdonald, David W.			Conservation implications for the Himalayan wolf Canis (lupus) himalayensis based on observations of packs and home sites in Nepal	ORYX				Article									[Werhahn, Geraldine; Sillero-Zubiri, Claudio; Macdonald, David W.] Univ Oxford, Recanati Kaplan Ctr, Dept Zool, Wildlife Conservat Res Unit, Tubney House, Tubney OX13 5QL, England; [Kusi, Naresh] Resources Himalaya Fdn, Sanepa, Lalitpur, Nepal; [Sillero-Zubiri, Claudio] IUCN SSC Canid Specialist Grp, Oxford, England		Werhahn, G (corresponding author), Univ Oxford, Recanati Kaplan Ctr, Dept Zool, Wildlife Conservat Res Unit, Tubney House, Tubney OX13 5QL, England.	geraldine.werhahn@zoo.ox.ac.uk								5	6											OCT	2019	53	4					663	669	PII S0030605317001077	10.1017/S0030605317001077	http://dx.doi.org/10.1017/S0030605317001077												2022-09-28	WOS:000490896100007
J	Peterson, MN; von Essen, E; Hansen, HP; Peterson, TR				Peterson, M. Nils; von Essen, Erica; Hansen, Hans Peter; Peterson, Tarla Rai			Shoot shovel and sanction yourself: Self-policing as a response to wolf poaching among Swedish hunters	AMBIO				Article									[Peterson, M. Nils] North Carolina State Univ, Fisheries Wildlife & Conservat Biol Program, Dept Forestry & Environm Resources, Raleigh, NC 27695 USA; [von Essen, Erica] Swedish Univ Agr Sci, Div Environm Commun, Dept Urban & Rural Dev, Uppsala, Sweden; [Hansen, Hans Peter] Aarhus Univ, Sect Wildlife Ecol, Dept Biosci, Kalo, Denmark; [Peterson, Tarla Rai] Univ Texas El Paso, Dept Commun, El Paso, TX 79968 USA; [Peterson, Tarla Rai] Univ Texas El Paso, Program Environm Sci & Engn, El Paso, TX 79968 USA		Peterson, MN (corresponding author), North Carolina State Univ, Fisheries Wildlife & Conservat Biol Program, Dept Forestry & Environm Resources, Raleigh, NC 27695 USA.	nils_peterson@ncsu.edu; erica.von.essen@slu.se; hph@bios.au.dk; tarlarai@gmail.com								10	10											MAR	2019	48	3					230	239		10.1007/s13280-018-1072-5	http://dx.doi.org/10.1007/s13280-018-1072-5												2022-09-28	WOS:000458934100002
J	Epstein, Y; Christiernsson, A; Lopez-Bao, JV; Chapron, G				Epstein, Yaffa; Christiernsson, Anna; Lopez-Bao, Jose V.; Chapron, Guillaume			When is it legal to hunt strictly protected species in the European Union?	CONSERVATION SCIENCE AND PRACTICE				Review									[Epstein, Yaffa] Uppsala Univ, Dept Law, Box 512, S-75120 Uppsala, Sweden; [Christiernsson, Anna] Stockholm Univ, Dept Law, Stockholm, Sweden; [Lopez-Bao, Jose V.] Oviedo Univ, Res Unit Biodivers UO CSIC PA, Mieres, Spain; [Chapron, Guillaume] Swedish Univ Agr Sci, Dept Ecol, Riddarhyttan, Sweden		Epstein, Y (corresponding author), Uppsala Univ, Dept Law, Box 512, S-75120 Uppsala, Sweden.	yaffa.epstein@jur.uu.se								8	8											MAR	2019	1	3							e18	10.1111/csp2.18	http://dx.doi.org/10.1111/csp2.18												2022-09-28	WOS:000576960000004
J	Quevedo, M; Echegaray, J; Fernandez-Gil, A; Leonard, JA; Naves, J; Ordiz, A; Revilla, E; Vila, C				Quevedo, Mario; Echegaray, Jorge; Fernandez-Gil, Alberto; Leonard, Jennifer A.; Naves, Javier; Ordiz, Andres; Revilla, Eloy; Vila, Carles			Lethal management may hinder population recovery in Iberian wolves	BIODIVERSITY AND CONSERVATION				Article									[Quevedo, Mario] Univ Oviedo, Dpt Biol Organismos & Sistemas, E-33006 Oviedo, Spain; [Quevedo, Mario] Univ Oviedo, Res Unit Biodivers, UMIB, UO CSIC PA, E-33006 Oviedo, Spain; [Echegaray, Jorge; Leonard, Jennifer A.; Vila, Carles] CSIC, EBD, Dept Integrat Ecol, Conservat & Evolutionary Genet Grp, Avd Amer Vespucio 26, Seville 41092, Spain; [Fernandez-Gil, Alberto; Naves, Javier; Revilla, Eloy] CSIC, EBD, Dept Conservat Biol, Avd Amer Vespucio 26, Seville 41092, Spain; [Ordiz, Andres] Norwegian Univ Life Sci, Fac Environm Sci & Nat Resource Management, Postbox 5003, N-1432 As, Norway		Quevedo, M (corresponding author), Univ Oviedo, Dpt Biol Organismos & Sistemas, E-33006 Oviedo, Spain.; Quevedo, M (corresponding author), Univ Oviedo, Res Unit Biodivers, UMIB, UO CSIC PA, E-33006 Oviedo, Spain.	quevedomario@uniovi.es								11	11											FEB	2019	28	2					415	432		10.1007/s10531-018-1668-x	http://dx.doi.org/10.1007/s10531-018-1668-x												2022-09-28	WOS:000454777600010
J	Betaille, J				Betaille, Julien			Rights of Nature: Why it Might Not Save the Entire World	JOURNAL FOR EUROPEAN ENVIRONMENTAL & PLANNING LAW				Article									[Betaille, Julien] Univ Toulouse Capitole, Law, Toulouse, France		Betaille, J (corresponding author), Univ Toulouse Capitole, Law, Toulouse, France.	julien.betaille@ut-capitole.fr								7	7												2019	16	1					35	64		10.1163/18760104-01601004	http://dx.doi.org/10.1163/18760104-01601004												2022-09-28	WOS:000463923400003
S	Carter, NH; Bruskotter, JT; Vucetich, J; Crabtree, R; Jaicks, H; Karns, G; Nelson, MP; Smith, D; Linnell, JDC		Frank, B; Glikman, JA; Marchini, S		Carter, Neil H.; Bruskotter, Jeremy T.; Vucetich, John; Crabtree, Robert; Jaicks, Hannah; Karns, Gabriel; Nelson, Michael Paul; Smith, Doug; Linnell, John D. C.			Towards Human-Wildlife Coexistence through the Integration of Human and Natural Systems The Case of Grey Wolves in the Rocky Mountains, USA	HUMAN-WILDLIFE INTERACTIONS: TURNING CONFLICT INTO COEXISTENCE	Conservation Biology Series			Article; Book Chapter									[Carter, Neil H.] Boise State Univ, Coll Innovat & Design, Boise, ID 83725 USA; [Bruskotter, Jeremy T.] Ohio State Univ, Sch Environm & Nat Resources, Columbus, OH 43210 USA; [Vucetich, John] Michigan Technol Univ, Sch Forest Resources & Environm Sci, Houghton, MI 49931 USA; [Crabtree, Robert] Yellowstone Ecol Res Ctr, Bozeman, MT USA; [Jaicks, Hannah] CUNY, Environm Psychol Program, New York, NY 10021 USA; [Karns, Gabriel] Ohio State Univ, Coll Food Agr & Environm Sci, Columbus, OH 43210 USA; [Nelson, Michael Paul] Oregon State Univ, Forest Ecosyst & Soc, Corvallis, OR 97331 USA; [Smith, Doug] Yellowstone Natl Pk, Yellowstone Wolf Project, Park County, WY USA; [Linnell, John D. C.] Norwegian Inst Nat Res, Trondheim, Norway		Carter, NH (corresponding author), Boise State Univ, Coll Innovat & Design, Boise, ID 83725 USA.									7	7												2019							384	413				10.1017/9781108235730											2022-09-28	WOS:000700838600020
S	Clayton, S		Pettorelli, N; Durant, SM; DuToit, JT		Clayton, Susan			The psychology of rewilding	REWILDING	Ecological Reviews			Article; Book Chapter									[Clayton, Susan] Coll Wooster, Dept Psychol, Wooster, OH 44691 USA		Clayton, S (corresponding author), Coll Wooster, Dept Psychol, Wooster, OH 44691 USA.	SCLAYTON@wooster.edu								2	2												2019							182	200				10.1017/9781108560962											2022-09-28	WOS:000677843200010
J	Suutarinen, J; Kojola, I				Suutarinen, J.; Kojola, I.			One way or another: predictors of wolf poaching in a legally harvested wolf population	ANIMAL CONSERVATION				Article									[Suutarinen, J.] Univ Oulu, Paavo Havaksen Tie 3, Oulu 90014, Finland; [Kojola, I.] Nat Resources Inst Finland, Rovaniemi, Finland		Suutarinen, J (corresponding author), Univ Oulu, Paavo Havaksen Tie 3, Oulu 90014, Finland.	johanna.suutarinen@luke.fi								14	14											OCT	2018	21	5					414	422		10.1111/acv.12409	http://dx.doi.org/10.1111/acv.12409												2022-09-28	WOS:000452235300007
J	Recio, MR; Zimmermann, B; Wikenros, C; Zetterberg, A; Wabakken, P; Sand, H				Recio, Mariano R.; Zimmermann, Barbara; Wikenros, Camilla; Zetterberg, Andreas; Wabakken, Petter; Sand, Hakan			Integrated spatially-explicit models predict pervasive risks to recolonizing wolves in Scandinavia from human-driven mortality	BIOLOGICAL CONSERVATION				Article									[Recio, Mariano R.; Wikenros, Camilla; Zetterberg, Andreas; Sand, Hakan] Swedish Univ Agr Sci, Dept Ecol, Grimso Wildlife Res Stn, SE-73091 Riddarhyttan, Sweden; [Zimmermann, Barbara; Wabakken, Petter] Inland Norway Univ Appl Sci, Fac Appl Ecol Agr Sci & Biotechnol, Campus Evenstad, N-2480 Koppang, Norway		Recio, MR (corresponding author), Swedish Univ Agr Sci, Dept Ecol, Grimso Wildlife Res Stn, SE-73091 Riddarhyttan, Sweden.	mariano.rodriguez.recio@slu.se								11	12											OCT	2018	226						111	119		10.1016/j.biocon.2018.07.025	http://dx.doi.org/10.1016/j.biocon.2018.07.025												2022-09-28	WOS:000445992900013
J	Lennox, RJ; Gallagher, AJ; Ritchie, EG; Cooke, SJ				Lennox, Robert J.; Gallagher, Austin J.; Ritchie, Euan G.; Cooke, Steven J.			Evaluating the efficacy of predator removal in a conflict-prone world	BIOLOGICAL CONSERVATION				Review									[Lennox, Robert J.; Gallagher, Austin J.; Cooke, Steven J.] Carleton Univ, Dept Biol, Fish Ecol & Conservat Physiol Lab, Ottawa, ON K1S 5B6, Canada; [Gallagher, Austin J.] Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, 4600 Rickenbacker Causeway, Miami, FL 33149 USA; [Gallagher, Austin J.] Waves Inc, Miami, FL 33133 USA; [Ritchie, Euan G.] Deakin Univ, Sch Life & Environm Sci, Ctr Integrat Ecol, Burwood, Vic 3125, Australia		Lennox, RJ (corresponding author), Carleton Univ, Dept Biol, Fish Ecol & Conservat Physiol Lab, Ottawa, ON K1S 5B6, Canada.	robert.lennox@carleton.ca								49	52											AUG	2018	224						277	289		10.1016/j.biocon.2018.05.003	http://dx.doi.org/10.1016/j.biocon.2018.05.003												2022-09-28	WOS:000439537600032
J	Heurich, M; Schultze-Naumburg, J; Piacenza, N; Magg, N; Cerveny, J; Engleder, T; Herdtfelder, M; Sladova, M; Kramer-Schadt, S				Heurich, M.; Schultze-Naumburg, J.; Piacenza, N.; Magg, N.; Cerveny, J.; Engleder, T.; Herdtfelder, M.; Sladova, M.; Kramer-Schadt, S.			Illegal hunting as a major driver of the source-sink dynamics of a reintroduced lynx population in Central Europe	BIOLOGICAL CONSERVATION				Article									[Piacenza, N.; Sladova, M.] Univ Innsbruck, Fac Biol, Innsbruck, Austria; [Heurich, M.; Schultze-Naumburg, J.] Albert Ludwigs Univ Freiburg, Chair Wildlife Ecol & Management, Freiburg, Germany; [Schultze-Naumburg, J.; Kramer-Schadt, S.] Leibniz Inst Zoo & Wildlife Res, Dept Ecol Dynam, Berlin, Germany; [Magg, N.; Herdtfelder, M.] Forest Res Inst Baden Wuerttemberg FVA, Freiburg, Germany; [Cerveny, J.] Czech Univ Life Sci Prague, Fac Forestry & Wood Sci, Prague, Czech Republic; [Engleder, T.] Lynx Project Austria Northwest, Haslach Ad Muhl, Austria		Heurich, M (corresponding author), Albert Ludwigs Univ Freiburg, Chair Wildlife Ecol & Management, Freiburg, Germany.; Kramer-Schadt, S (corresponding author), Leibniz Inst Zoo & Wildlife Res, Dept Ecol Dynam, Berlin, Germany.	marco.heurich@wildlife.uni-freiburg.de; Kramer@izw-berlin.de								34	35											AUG	2018	224						355	365		10.1016/j.biocon.2018.05.011	http://dx.doi.org/10.1016/j.biocon.2018.05.011												2022-09-28	WOS:000439537600040
J	Plumer, L; Talvi, T; Mannil, P; Saarma, U				Plumer, Liivi; Talvi, Tonu; Mannil, Peep; Saarma, Urmas			Assessing the roles of wolves and dogs in livestock predation with suggestions for mitigating human-wildlife conflict and conservation of wolves	CONSERVATION GENETICS				Article									[Plumer, Liivi; Saarma, Urmas] Univ Tartu, Inst Ecol & Earth Sci, Dept Zool, Vanemuise 46, EE-51014 Tartu, Estonia; [Talvi, Tonu] Estonian Environm Board, Narva Mnt 7a, EE-15172 Tallinn, Estonia; [Mannil, Peep] Estonian Environm Agcy, Mustamae Tee 33, EE-10616 Tallinn, Estonia		Saarma, U (corresponding author), Univ Tartu, Inst Ecol & Earth Sci, Dept Zool, Vanemuise 46, EE-51014 Tartu, Estonia.	Urmas.Saarma@ut.ee								8	8											JUN	2018	19	3					665	672		10.1007/s10592-017-1045-4	http://dx.doi.org/10.1007/s10592-017-1045-4												2022-09-28	WOS:000432992100013
J	Artelle, KA; Reynolds, JD; Treves, A; Walsh, JC; Paquet, PC; Darimont, CT				Artelle, Kyle A.; Reynolds, John D.; Treves, Adrian; Walsh, Jessica C.; Paquet, Paul C.; Darimont, Chris T.			Hallmarks of science missing from North American wildlife management	SCIENCE ADVANCES				Article									[Artelle, Kyle A.; Reynolds, John D.; Walsh, Jessica C.] Simon Fraser Univ, Earth Ocean Res Grp, Dept Biol Sci, 8888 Univ Dr, Burnaby, BC V5A 1S6, Canada; [Artelle, Kyle A.; Paquet, Paul C.; Darimont, Chris T.] Raincoast Conservat Fdn, POB 2429, Sidney, BC V8L 3Y3, Canada; [Artelle, Kyle A.; Darimont, Chris T.] Hakai Inst, POB 309, Heriot Bay, BC V0P 1H0, Canada; [Treves, Adrian] Univ Wisconsin, Nelson Inst Environm Studies, 30A Sci Hall,550 North Pk St, Madison, WI 53706 USA; [Paquet, Paul C.; Darimont, Chris T.] Univ Victoria, Dept Geog, POB 1700 STN CSC, Victoria, BC V8W 2Y2, Canada		Artelle, KA (corresponding author), Simon Fraser Univ, Earth Ocean Res Grp, Dept Biol Sci, 8888 Univ Dr, Burnaby, BC V5A 1S6, Canada.; Artelle, KA (corresponding author), Raincoast Conservat Fdn, POB 2429, Sidney, BC V8L 3Y3, Canada.; Artelle, KA (corresponding author), Hakai Inst, POB 309, Heriot Bay, BC V0P 1H0, Canada.	kartelle@gmail.com								44	45											MAR	2018	4	3							eaao0167	10.1126/sciadv.aao0167	http://dx.doi.org/10.1126/sciadv.aao0167												2022-09-28	WOS:000427892700011
J	Santiago-Avila, FJ; Cornman, AM; Treves, A				Santiago-Avila, Francisco J.; Cornman, Ari M.; Treves, Adrian			Killing wolves to prevent predation on livestock may protect one farm but harm neighbors	PLOS ONE				Article									[Santiago-Avila, Francisco J.; Treves, Adrian] Univ Wisconsin, Carnivore Coexistence Lab, Nelson Inst Environm Studies, Madison, WI 53706 USA; [Cornman, Ari M.] Little River Band Ottawa Indians, Dept Nat Resources, Manistee, MI USA		Santiago-Avila, FJ (corresponding author), Univ Wisconsin, Carnivore Coexistence Lab, Nelson Inst Environm Studies, Madison, WI 53706 USA.	santiagoavil@wisc.edu								22	22											JAN 10	2018	13	1							e0189729	10.1371/journal.pone.0189729	http://dx.doi.org/10.1371/journal.pone.0189729												2022-09-28	WOS:000419689600013
S	Keulartz, J		Sarkar, S; Minteer, B		Keulartz, Jozef			Does Deliberation Promote Ecological Citizenship? The Convergence Hypothesis and the Reality of Polarization	SUSTAINABLE PHILOSOPHY-THE WORK OF BRYAN NORTON	International Library of Environmental Agricultural and Food Ethics			Article; Book Chapter									[Keulartz, Jozef] Radboud Univ Nijmegen, Inst Sci Soc, Heyendaalseweg 135, NL-6525 AJ Nijmegen, Netherlands		Keulartz, J (corresponding author), Radboud Univ Nijmegen, Inst Sci Soc, Heyendaalseweg 135, NL-6525 AJ Nijmegen, Netherlands.	j.keulartz@science.ru.nl								1	1												2018	26						189	212		10.1007/978-3-319-92597-4_12	http://dx.doi.org/10.1007/978-3-319-92597-4_12	10.1007/978-3-319-92597-4											2022-09-28	WOS:000456466700013
J	Bischof, R; Bonenfant, C; Rivrud, IM; Zedrosser, A; Friebe, A; Coulson, T; Mysterud, A; Swenson, JE				Bischof, Richard; Bonenfant, Christophe; Rivrud, Inger Maren; Zedrosser, Andreas; Friebe, Andrea; Coulson, Tim; Mysterud, Atle; Swenson, Jon E.			Regulated hunting re-shapes the life history of brown bears	NATURE ECOLOGY & EVOLUTION				Article									[Bischof, Richard; Friebe, Andrea; Swenson, Jon E.] Norwegian Univ Life Sci, Fac Environm Sci & Nat Resource Management, As, Norway; [Bonenfant, Christophe] Univ Lyon, CNRS, Lab Biometrie & Biol Evolut, UMR, F-69000 Villeurbanne, France; [Rivrud, Inger Maren; Mysterud, Atle] Univ Oslo, Dept Biosci, Ctr Ecol & Evolutionary Synth, Oslo, Norway; [Zedrosser, Andreas] Univ Coll Southeast Norway, Dept Nat Sci & Environm Hlth, Bo, Norway; [Zedrosser, Andreas] Univ Nat Resources & Life Sci, Inst Wildlife Biol & Game Management, Vienna, Austria; [Coulson, Tim] Univ Oxford, Dept Zool, Oxford OX1 3PS, England; [Swenson, Jon E.] Norwegian Inst Nat Res, Trondheim, Norway		Bischof, R (corresponding author), Norwegian Univ Life Sci, Fac Environm Sci & Nat Resource Management, As, Norway.	richard.bischof@nmbu.no								34	34											JAN	2018	2	1					116	123		10.1038/s41559-017-0400-7	http://dx.doi.org/10.1038/s41559-017-0400-7												2022-09-28	WOS:000426514800019
J	Behr, DM; Ozgul, A; Cozzi, G				Behr, Dominik M.; Ozgul, Arpat; Cozzi, Gabriele			Combining human acceptance and habitat suitability in a unified socio-ecological suitability model: a case study of the wolf in Switzerland	JOURNAL OF APPLIED ECOLOGY				Article									[Behr, Dominik M.; Ozgul, Arpat; Cozzi, Gabriele] Zurich Univ, Dept Evolutionary Biol & Environm Studies, Winterthurerstr 190, CH-8057 Zurich, Switzerland		Behr, DM (corresponding author), Zurich Univ, Dept Evolutionary Biol & Environm Studies, Winterthurerstr 190, CH-8057 Zurich, Switzerland.	dominik.behr@uzh.ch								39	42											DEC	2017	54	6					1919	1929		10.1111/1365-2664.12880	http://dx.doi.org/10.1111/1365-2664.12880												2022-09-28	WOS:000415194000032
J	Chapron, G; Treves, A				Chapron, Guillaume; Treves, Adrian			Reply to comments by Olson et al. 2017 and Stien 2017	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				Editorial Material									[Chapron, Guillaume] Swedish Univ Agr Sci, Grimso Wildlife Res Stn, Dept Ecol, S-73091 Riddarhyttan, Sweden; [Treves, Adrian] Univ Wisconsin, Nelson Inst Environm Studies, 30A Sci Hall,550 North Pk St, Madison, WI 53706 USA		Chapron, G (corresponding author), Swedish Univ Agr Sci, Grimso Wildlife Res Stn, Dept Ecol, S-73091 Riddarhyttan, Sweden.; Treves, A (corresponding author), Univ Wisconsin, Nelson Inst Environm Studies, 30A Sci Hall,550 North Pk St, Madison, WI 53706 USA.	guillaume.chapron@slu.se; atreves@wisc.edu								7	7											NOV 29	2017	284	1867							20171743	10.1098/rspb.2017.1743	http://dx.doi.org/10.1098/rspb.2017.1743												2022-09-28	WOS:000416391400009
J	Olson, ER; Crimmins, SM; Beyer, DE; MacNulty, DR; Patterson, BR; Rudolph, BA; Wydeven, AP; Van Deelen, TR				Olson, Erik R.; Crimmins, Shawn M.; Beyer, Dean E., Jr.; MacNulty, Daniel R.; Patterson, Brent R.; Rudolph, Brent A.; Wydeven, Adrian P.; Van Deelen, Timothy R.			Flawed analysis and unconvincing interpretation: a comment on Chapron and Treves 2016	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				Editorial Material									[Olson, Erik R.] Northland Coll, Sigurd Olson Environm Inst, Nat Resources, Ashland, WI 54806 USA; [Wydeven, Adrian P.] Northland Coll, Sigurd Olson Environm Inst, Timber Wolf Alliance, Ashland, WI USA; [Crimmins, Shawn M.; Van Deelen, Timothy R.] Univ Wisconsin, Dept Forest & Wildlife Ecol, Madison, WI USA; [Beyer, Dean E., Jr.] Michigan Dept Nat Resources, Wildlife Div, Marquette, MI USA; [MacNulty, Daniel R.] Utah State Univ, Dept Wildland Resources, Logan, UT 84322 USA; [Patterson, Brent R.] Ontario Minist Nat Resources & Forestry, Wildlife Res & Monitoring Sect, Peterborough, ON K9J 7B8, Canada; [Rudolph, Brent A.] Michigan Dept Nat Resources, Wildlife Div, Lansing, MI USA		Olson, ER (corresponding author), Northland Coll, Sigurd Olson Environm Inst, Nat Resources, Ashland, WI 54806 USA.	eolson@northland.edu								4	4											NOV 29	2017	284	1867							20170273	10.1098/rspb.2017.0273	http://dx.doi.org/10.1098/rspb.2017.0273												2022-09-28	WOS:000416391400007
J	Stien, A				Stien, Audun			Blood may buy goodwill: no evidence for a positive relationship between legal culling and poaching in Wisconsin	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				Editorial Material									[Stien, Audun] Norwegian Inst Nat Res, Fram Ctr, NO-9296 Tromso, Norway		Stien, A (corresponding author), Norwegian Inst Nat Res, Fram Ctr, NO-9296 Tromso, Norway.	audun.stien@nina.no								3	3											NOV 29	2017	284	1867							20170267	10.1098/rspb.2017.0267	http://dx.doi.org/10.1098/rspb.2017.0267												2022-09-28	WOS:000416391400008
J	Suutarinen, J; Kojola, I				Suutarinen, Johanna; Kojola, Ilpo			Poaching regulates the legally hunted wolf population in Finland	BIOLOGICAL CONSERVATION				Article									[Suutarinen, Johanna] Univ Oulu, Paavo Havaksen Tie 3, Oulu 90014, Finland; [Kojola, Ilpo] Nat Resources Inst Finland, Etelaranta 55, Rovaniemi 96300, Finland		Suutarinen, J (corresponding author), Univ Oulu, Paavo Havaksen Tie 3, Oulu 90014, Finland.	johanna.suutarinen@luke.fi; ilpo.kojola@luke.fi								30	30											NOV	2017	215						11	18		10.1016/j.biocon.2017.08.031	http://dx.doi.org/10.1016/j.biocon.2017.08.031												2022-09-28	WOS:000414883000002
